id,mention,cui,start_index,end_index,sentence
4802,penicilline,C0030842,46,57,"Wanneer de betreffende stam resistent is voor penicilline, kan gebruikgemaakt worden van ciprofloxacine, een antibioticum die dan vaak wel effect heeft."
4803,ciprofloxacine,C0008809,89,103,"Wanneer de betreffende stam resistent is voor penicilline, kan gebruikgemaakt worden van ciprofloxacine, een antibioticum die dan vaak wel effect heeft."
4804,formaldehyde,C0016564,60,72,Wanneer de sporen van deze bacterie worden blootgesteld aan formaldehyde van 4 procent (tijdsduur 12 uur) gaan de sporen ook dood.
4805,blad,C0242724,3,7,De bladeren zijn groen en hebben een grootte van zo'n 10 tot 30&nbsp;cm.
4806,hoornvlies,C0010031,88,98,"Dat gedeelte, ook het enige gedeelte waar de harde oogrok doorzichtig is, wordt ook wel hoornvlies of cornea genoemd."
4807,cervicogene hoofdpijn,C0458101,44,65,"Mengvormen komen voor en overlap, zoals met cervicogene hoofdpijn."
4808,acupunctuur,C0001299,33,44,Het wetenschappelijk bewijs voor acupunctuur ter behandeling van spanningshoofdpijn is mager.
4809,infrarood,C0021431,46,55,Een andere behandeling is het gebruik van een infraroodlamp.
4810,fluoxetine,C0016365,79,89,"Remmers van deze eiwitten worden ook gebruikt als antidepressiva (bijvoorbeeld fluoxetine) maar niet in combinatie met MAO-remmers, dit zou ongewenste interacties kunnen hebben."
4811,fluoxetine,C0016365,51,61,Brofaromine heeft ongeveer 20% van de potentie van fluoxetine.
4812,tretinoïne,C0040845,85,95,"De aanduiding Iso aan het begin van de naam geeft aan dat de stof een isomeer is van tretinoïne: het verschil is de orientatie van de dubbele band direct naast de zuurgroep, bij tretinoiene is het een E-configuratie, hier een Z-vorm."
4813,schurftmijt,C0036227,60,71,scabies) is een huidafwijking die wordt veroorzaakt door de schurftmijt (Sarcoptes scabiei).
4814,allergische reactie,C1690571,8,27,"Door de allergische reactie van het lichaam gaan de plekken hevig jeuken, waarna de patiënt gaat krabben."
4815,aids,C0001175,89,93,Deze schurftvariant komt ook voor bij mensen met een verminderd immuniteitssysteem zoals aids-patiënten.
4816,diarree,C0011991,44,51,"ORS wordt gebruikt in gevallen van ernstige diarree, al dan niet in combinatie met braken, waarbij het lichaam kan uitdrogen."
4817,braken,C0042963,83,89,"ORS wordt gebruikt in gevallen van ernstige diarree, al dan niet in combinatie met braken, waarbij het lichaam kan uitdrogen."
4818,chelatietherapie,C0007975,118,134,"Men vermoedt dat deze klei eventuele schadelijke alkaloïden uit hun voedsel kan inkapselen en afvoeren, als een soort chelatietherapie."
4819,Gedragstherapie,C0004933,0,15,Gedragstherapie kan eveneens uitkomst bieden.
4820,eindknopje,C0206181,27,37,"Een synaps bestaat uit een eindknopje in de presynaptische membraan, een synapsspleet (10 - 40&nbsp;nm) en een postsynaptische membraan."
4821,calcium,C0006675,16,23,Hierdoor treden calciumionen binnen via calciumkanalen.
4822,bewegingsapparaat,C0026860,36,53,De skeletspieren vormen het actieve bewegingsapparaat.
4823,gewricht,C0022417,44,52,Zij lopen vrijwel allemaal over een of meer gewrichten en zorgen door hun vermogen om samen te trekken (contractie) voor de beweging daarvan.
4824,contractie,C0026820,104,114,Zij lopen vrijwel allemaal over een of meer gewrichten en zorgen door hun vermogen om samen te trekken (contractie) voor de beweging daarvan.
4825,spiervezels,C0596981,29,40,Elke spierbundel bestaat uit spiervezels en elke spiervezel bestaat weer uit myofibrillen.
4826,atrofie,C0333641,16,23,Dit effect heet atrofie en vindt bijvoorbeeld plaats bij astronauten in een gewichtloze omgeving en bij mensen bij wie ledematen na een botbreuk door gips zijn geïmmobiliseerd.
4827,ontstekingen,C0021368,26,38,GPA wordt gekenmerkt door ontstekingen van de wanden van de kleine bloedvaten.
4828,bloedvat,C0005847,67,75,GPA wordt gekenmerkt door ontstekingen van de wanden van de kleine bloedvaten.
4829,necrose,C0027540,45,52,De bloedvatontstekingen leiden tot versterf (necrose) van weefsels in organen.
4830,immunosuppressiva,C0021081,96,113,"Het doel van de behandeling is de auto-immuunreactie van het lichaam te remmen, wat gebeurt met immunosuppressiva."
4831,intraveneus,C0021494,42,53,Na de start met hoge dosering prednisolon intraveneus wordt er overgegaan naar prednisolon in tabletvorm.
4832,blad,C0242724,40,44,"De glanzende, groene, omgekeerd eironde bladeren blijven één tot drie jaar aan de plant zitten."
4833,ischemie,C0022116,62,70,Vasoconstrictie kan ook klinische symptomen veroorzaken zoals ischemie.
4834,hypertensie,C0497247,72,83,Wanneer vasoconstrictie een chronische aandoening is kan dit leiden tot hypertensie (hoge bloeddruk).
4835,bloeddruk,C0005823,23,32,Het doel hierbij is de bloeddruk te verlagen.
4836,slaapt,C0013144,95,101,"Dit kan nodig zijn bij onder andere een te groot extracellulair volume, wanneer men ligt en/of slaapt en bij een hoge omgevingstemperatuur."
4837,shock,C0036974,86,91,Bij een te lage bloeddruk (bijvoorbeeld door ernstig bloedverlies) kan een patiënt in shock raken.
4838,sociaal isolement,C0037421,58,75,Sociale contacten lijden er vaak onder en dat kan tot een sociaal isolement leiden.
4839,neutrofiele granulocyt,C0027950,24,46,"ANCA zijn gericht tegen neutrofiele granulocyten, een soort witte bloedcel."
4840,zelfmoord,C0038661,39,48,Op 14 januari 2005 pleegde Ward Beysen zelfmoord.
4841,depressief,C0154409,45,55,"Naar verluidt was Beysen de laatste tijd erg depressief geweest, mogelijk doordat zijn Liberaal Appèl weinig succes kende."
4842,blad,C0242724,10,14,De meeste bladeren zitten in een wortelrozet.
4843,wortel,C0242726,33,39,De meeste bladeren zitten in een wortelrozet.
4844,infuus,C0021440,65,71,Bij lichte of middelzware gevallen wordt door drinken of via een infuus gezorgd voor rehydratie.
4845,verkoudheid,C0086066,57,68,"Kinderen hebben vaak symptomen die lijken op die van een verkoudheid en buikgriep (overgeven en diarree), en hebben meestal minder ernstige symptomen dan volwassenen."
4846,buikgriep,C0017160,72,81,"Kinderen hebben vaak symptomen die lijken op die van een verkoudheid en buikgriep (overgeven en diarree), en hebben meestal minder ernstige symptomen dan volwassenen."
4847,rode huid,C0332575,77,86,De uitslag manifesteert zich op de eerste of tweede dag van de symptomen als rode huid of later tijdens de ziekte (dag 4–7) als een grofvlekkige (mazelenachtige) uitslag.
4848,mazelen,C0025007,146,153,De uitslag manifesteert zich op de eerste of tweede dag van de symptomen als rode huid of later tijdens de ziekte (dag 4–7) als een grofvlekkige (mazelenachtige) uitslag.
4849,borstkas,C0178802,71,79,In deze fase kan zich een aanzienlijke hoeveelheid vocht ophopen in de borstkas en buikholte ten gevolge van verhoogde doorlaatbaarheid van de vaatwand en lekkage.
4850,buikholte,C0230168,83,92,In deze fase kan zich een aanzienlijke hoeveelheid vocht ophopen in de borstkas en buikholte ten gevolge van verhoogde doorlaatbaarheid van de vaatwand en lekkage.
4851,glucose-6-fosfaatdehydrogenase-deficiëntie,C2939465,76,118,Een veel voorkomende genetische afwijking bij Afrikanen die bekendstaat als glucose-6-fosfaatdehydrogenase-deficiëntie lijkt een verhoogd risico met zich mee te brengen.
4852,interferon,C0021747,83,93,"De witte bloedcellen reageren door een aantal signaaleiwitten te produceren, zoals interferon, die verantwoordelijk zijn voor veel van de symptomen, zoals de koorts, de griepachtige symptomen en de hevige pijn."
4853,lever,C0023884,117,122,Bij een ernstige infectie neemt de virusproductie in het lichaam drastisch toe en kunnen veel meer organen (zoals de lever en het beenmerg) worden aangetast.
4854,beenmerg,C0005953,130,138,Bij een ernstige infectie neemt de virusproductie in het lichaam drastisch toe en kunnen veel meer organen (zoals de lever en het beenmerg) worden aangetast.
4855,lymfeklier,C0024204,58,68,De dendritische cel begeeft zich naar de dichtstbijzijnde lymfeklier.
4856,endoplasmatisch reticulum,C0014239,102,127,"Ondertussen wordt het genoom van het virus gekopieerd in de aan het membraan gebonden blaasjes op het endoplasmatisch reticulum van de cel, waar het eiwitsynthese-mechanisme van de cel nieuwe viruseiwitten produceert en het virale RNA wordt gekopieerd."
4857,interferon,C0021747,65,75,"De eerste reactie van geïnfecteerde cellen is het produceren van interferon, behorende tot de groep cytokinen."
4858,cytokine,C0079189,100,108,"De eerste reactie van geïnfecteerde cellen is het produceren van interferon, behorende tot de groep cytokinen."
4859,fagocytose,C0031308,120,130,Sommige van deze antilichamen hechten zich stevig vast aan de viruseiwitten en proberen ze af te breken door middel van fagocytose (opname en vernietiging door gespecialiseerde cellen).
4860,gespecialiseerde cellen,C0031307,160,183,Sommige van deze antilichamen hechten zich stevig vast aan de viruseiwitten en proberen ze af te breken door middel van fagocytose (opname en vernietiging door gespecialiseerde cellen).
4861,endotheel,C0014257,84,93,Ernstige dengue wordt gekenmerkt door twee problemen: een gestoorde functie van het endotheel (de cellen die de binnenkant van de bloedvaten bekleden) en een verstoorde bloedstolling.
4862,bloedstolling,C0005778,169,182,Ernstige dengue wordt gekenmerkt door twee problemen: een gestoorde functie van het endotheel (de cellen die de binnenkant van de bloedvaten bekleden) en een verstoorde bloedstolling.
4863,beenmerg,C0005953,85,93,Hogere virale waarden in het bloed en de betrokkenheid van andere organen (zoals het beenmerg en de lever) gaan gepaard met ernstiger vormen van dengue.
4864,lever,C0023884,100,105,Hogere virale waarden in het bloed en de betrokkenheid van andere organen (zoals het beenmerg en de lever) gaan gepaard met ernstiger vormen van dengue.
4865,fibrinolyse,C0016017,128,139,"Cellen in de aangetaste organen sterven af, hetgeen leidt tot afgifte van cytokinen en activering van zowel bloedstollings- als fibrinolyse-mechanismen (de tegengestelde mechanismen van bloedstolling en stolselafbraak)."
4866,misselijkheid,C0027497,106,119,"Een aannemelijke diagnose is gebaseerd op de vaststelling van koorts plus twee van de volgende symptomen: misselijkheid en overgeven, huiduitslag, pijn overal in het lichaam, laag aantal witte bloedcellen, positieve ""tourniquet-test"", of een van de waarschuwingssignalen (zie tabel) bij iemand die in een endemisch gebied woont."
4867,laag aantal witte bloedcellen,C0023530,175,204,"Een aannemelijke diagnose is gebaseerd op de vaststelling van koorts plus twee van de volgende symptomen: misselijkheid en overgeven, huiduitslag, pijn overal in het lichaam, laag aantal witte bloedcellen, positieve ""tourniquet-test"", of een van de waarschuwingssignalen (zie tabel) bij iemand die in een endemisch gebied woont."
4868,endemisch,C0277550,305,314,"Een aannemelijke diagnose is gebaseerd op de vaststelling van koorts plus twee van de volgende symptomen: misselijkheid en overgeven, huiduitslag, pijn overal in het lichaam, laag aantal witte bloedcellen, positieve ""tourniquet-test"", of een van de waarschuwingssignalen (zie tabel) bij iemand die in een endemisch gebied woont."
4869,shock,C0036974,262,267,"Graad I betekent dat iemand met koorts alleen makkelijk bloeduitstortingen krijgt of een positieve tourniquet-test heeft, graad II betekent de aanwezigheid van spontane bloedingen in de huid en elders, graad III betekent de aanwezigheid van klinisch bewijs voor shock, en graad IV is een shock die zo ernstig is dat er geen bloeddruk en polsslag vastgesteld kunnen worden."
4870,bloeddruk,C0005823,324,333,"Graad I betekent dat iemand met koorts alleen makkelijk bloeduitstortingen krijgt of een positieve tourniquet-test heeft, graad II betekent de aanwezigheid van spontane bloedingen in de huid en elders, graad III betekent de aanwezigheid van klinisch bewijs voor shock, en graad IV is een shock die zo ernstig is dat er geen bloeddruk en polsslag vastgesteld kunnen worden."
4871,polsslag,C0034107,337,345,"Graad I betekent dat iemand met koorts alleen makkelijk bloeduitstortingen krijgt of een positieve tourniquet-test heeft, graad II betekent de aanwezigheid van spontane bloedingen in de huid en elders, graad III betekent de aanwezigheid van klinisch bewijs voor shock, en graad IV is een shock die zo ernstig is dat er geen bloeddruk en polsslag vastgesteld kunnen worden."
4872,gelekoortsvirus,C0043395,123,138,"In laboratoriumtests kunnen de IgG- en de IgM-antilichamen een kruisreactie veroorzaken met andere flavivirussen zoals het gelekoortsvirus, hetgeen de interpretatie van de serologie kan bemoeilijken."
4873,endemisch,C0277550,10,19,Dengue is endemisch in meer dan 110 landen.
4874,gele koorts,C0043395,98,109,In 1906 werd overdracht door de Aedes-muggen bevestigd en in 1907 was dengue de tweede ziekte (na gele koorts) waarvan bekend was dat deze werd veroorzaakt door een virus.
4875,luchtdruk,C0004180,35,44,Zo houdt de buis van Eustachius de luchtdruk aan weerskanten van het trommelvlies gelijk.
4876,trommelvlies,C0041445,69,81,Zo houdt de buis van Eustachius de luchtdruk aan weerskanten van het trommelvlies gelijk.
4877,middenoorontsteking,C0029882,113,132,Wanneer de buis van Eustachius niet goed genoeg open gaat leidt dit tot een ophoping van vocht in het middenoor (middenoorontsteking) waardoor men minder goed hoort.
4878,tuba aperta,C0155434,36,47,"Wanneer de buis te veel open staat (tuba aperta) door bijvoorbeeld gewichtsverlies, hoort men een echo in het hoofd, wat als zeer hinderlijk kan worden ervaren."
4879,Eerste Wereldoorlog,C1449759,54,73,Ethel Smyth steunde twee jaren tot de uitbraak van de Eerste Wereldoorlog intensief de doelen van de Britse vrouwenbeweging.
4880,melatonine,C0025219,4,14,Ook melatonine kan helpen bij het in slaap vallen.
4881,longontsteking,C0032285,102,116,"Mensen die, bijvoorbeeld door een motorische handicap, niet kunnen hoesten, lopen een groot risico op longontsteking, wanneer ze zich verslikken."
4882,antihistaminica,C0019590,120,135,"Het symptoom, de hoest, kan worden behandeld, meestal via een verzachtend middel, soms middels - tijdelijke - inzet van antihistaminica, ofwel de oorzaak van de hoest, de aandoening, wordt bestreden."
4883,ademhalingsoefeningen,C0035203,43,64,Bronchitispatiënten kunnen baat hebben bij ademhalingsoefeningen.
4884,verkoudheid,C0086066,29,40,Een hoest als gevolg van een verkoudheid kan als een 'onschuldig hoestje' worden afgedaan.
4885,slaperigheid,C0013144,47,59,De aandoening wordt gekenmerkt door overmatige slaperigheid overdag en kan een symptoom zijn van verschillende lichamelijke of psychische ziektebeelden.
4886,narcolepsie,C0027404,40,51,Een ernstige vorm van hypersomnie wordt narcolepsie genoemd.
4887,bloedvat,C0005847,78,86,"De laatste komt minder vaak voor, maar is wel van belang: als alle afvoerende bloedvaten verstopt zijn, is de doorstroming ook in gevaar."
4888,gepoetst,C0029164,59,67,Ze worden gebruikt om aan te tonen of men al dan niet goed gepoetst heeft.
4889,leukoplakie,C0023531,91,102,"Tongschrapen is af te raden bij gladde (niet-harige, niet-beslagen) tongen en in geval van leukoplakie."
