id,mention,cui,start_index,end_index,sentence
1437,bevooroordeeld,C0033023,60,74,De mening over anderen kan negatief of positief gekleurd of bevooroordeeld zijn.
1438,fantoomledemaat,C0031315,30,45,Een ander verschijnsel is het fantoomledemaat.
1439,navelstreng,C0041633,68,79,"Als het hart van het kind niet meer in de navelstreng klopt, kan de navelstreng afgeklemd of afgesneden worden."
1440,Diabetes mellitus,C0011849,100,117,Treden strontjes vaker op kan dit duiden op een zwakker immuunsysteem veroorzaakt bijvoorbeeld door Diabetes mellitus.
1442,hordeolum internum,C0085690,59,77,Een 'hordeolum externum' moet worden onderscheiden van een hordeolum internum en een chalazion.
1443,chalazion,C0007933,85,94,Een 'hordeolum externum' moet worden onderscheiden van een hordeolum internum en een chalazion.
1445,diabetes,C0011849,11,19,Mensen met diabetes worden vaak reeds op jongere leeftijd getroffen door cataract.
1447,1q21.1-deletiesyndroom,C2675897,56,78,"Het kan ook een onderdeel zijn van syndromen, zoals bij 1q21.1-deletiesyndroom."
1448,implantaatlens,C0023319,4,18,Een implantaatlens bij een baby is niet mogelijk omdat het oog in de eerste levensjaren erg hard groeit.
1449,adolescentie,C0870101,97,109,"Dit type cataract is niet duidelijk zichtbaar bij de geboorte, maar ontstaat in de kindertijd of adolescentie."
1450,contactlenzen,C0009836,108,121,"Implantatie van de kunstlens wordt tegenwoordig eigenlijk altijd gedaan, omdat men anders een dikke bril of contactlenzen moet dragen om te kunnen zien."
1451,oogboldruk,C0021888,57,67,"In het algemeen ligt de directe oorzaak in een verhoogde oogboldruk, hetgeen tal van onderliggende oorzaken kan hebben."
1453,fotofobie,C0085636,35,44,"Dit is meestal heftig pijnlijk met fotofobie, roodheid, en tranen van het oog."
1454,verziend-,C0020490,4,13,"Ook verziend- of bijziendheid, of een afwijking in de bloedvaten verhogen de kans hierop."
1456,oogdruk,C0021888,3,10,De oogdruk kan op verschillende momenten van de dag hoger of lager zijn.
1459,grijze staar of cataract,C0086543,70,94,Op hoge leeftijd treedt bij veel mensen vertroebeling van de lens op: grijze staar of cataract.
1460,bloedvat,C0005847,55,63,In het hoornvlies bevinden zich normaal gesproken geen bloedvaten.
1463,dikke darm,C0021851,50,60,"Dit is een aangeboren neurologische ziekte van de dikke darm, waarbij de zenuwen die voor het samentrekkingspatroon (peristaltiek) van (een deel van) het colon zorgen niet aanwezig zijn of niet goed functioneren."
1464,koperanode,C0009968,9,19,Voor een koperanode is deze straling ca.
1465,molybdeen,C0026402,17,26,"8&nbsp;keV, voor molybdeen ca."
1467,luchtdrukgolven,C0004180,47,62,In 2014 zijn vibrators op de markt gekomen die luchtdrukgolven creëren.
1468,masturberen,C0024906,81,92,De trillingen kunnen een prettig gevoel geven dat een aanvulling is op handmatig masturberen.
1469,siliconen,C0037114,81,90,De vibrators in het hogere prijssegment hebben vrijwel altijd een buitenlaag van siliconen.
1470,Enzym,C0014442,0,5,Enzymen spelen bij deze omzettingen een centrale rol.
1471,permeabiliteit,C0031164,66,80,De beweging van intracellulaire componenten is afhankelijk van de permeabiliteit van het cytoplasma.
1473,aangemaakt,C0597722,117,127,"Bij deze gevechten gaan vele witte bloedcellen te gronde, die meteen worden vervangen door nieuwe witte bloedcellen, aangemaakt in het beenmerg."
1476,lichaamsweefsels,C0040300,50,66,"Via de dunne haarvaten die diep doordringen in de lichaamsweefsels wordt zuurstof aan de weefselcellen geleverd ten behoeve van de celademhaling, en de bij die ademhaling gevormde koolzuur mee teruggenomen."
1478,Polycythaemia vera,C0032463,0,18,Polycythaemia vera is een ziekte waarbij chronisch te veel erytrocyten gevormd worden.
1480,anemie,C0162119,88,94,"Bij te geringe aanmaak, of bij overdreven afbraak van rode bloedcellen is er sprake van anemie."
1481,hemolytische anemie,C0221021,36,55,"Andere vormen van bloedarmoede zijn hemolytische anemie, en daarnaast zijn er (vaak genetische) aandoeningen waarbij de erytrocyt niet zo sterk is als hij behoort te zijn."
1484,boorcomplex,C0006030,27,38,Dit verkrijgt men door een boorcomplex te vormen van het diketon met boorzuur of een andere boorverbinding.
1485,boorzuur,C0006020,69,77,Dit verkrijgt men door een boorcomplex te vormen van het diketon met boorzuur of een andere boorverbinding.
1486,lintwormen,C1706526,15,25,"Zo hebben veel lintwormen achtereenvolgens twee, sommige zelfs drie gastheren."
1487,startcodon,C0242610,29,39,Eiwitsynthese begint bij een startcodon AUG nabij het 5'-eind van het mRNA.
1490,nucleolus,C0007609,35,44,"De ribosoomdelen, afkomstig uit de nucleolus, omsluiten een mRNA-keten altijd in het cytosol."
1494,kernlamina,C1136039,85,95,"Bij dierlijke cellen wordt de celkern verstevigd door een netwerk van filamenten, de kernlamina."
1497,actief,C0005529,22,28,Deze moleculen worden actief – dat wil zeggen onder verbruik van energie – in en uit de celkern vervoerd.
1498,progeria,C0033300,43,51,"De meest bekende laminopathie is de ziekte progeria, die zich kenmerkt door vroegtijdige verouderingsverschijnselen bij kinderen."
1499,chromatine,C0008546,155,165,Gedurende het grootste deel van de celcyclus – met name de periode waarin de cel niet deelt – zijn de histonen in elkaar vastgedraaid tot compacte draden (chromatine).
1500,mitose,C0026255,40,46,"Wanneer de cel zich gereedmaakt voor de mitose, wordt het chromatine gedeeltelijk ontrold om het DNA te kopiëren."
1501,DNA-transcriptie,C0040649,119,135,De verdeling van het chromatine over de celkern is niet uniform door verschillende mate van ontvouwing ten behoeve van DNA-transcriptie.
1502,antinucleaire antistof,C0003243,41,63,Dergelijke antilichamen staan bekend als antinucleaire antistoffen (ANA's) en maken dat het immuunsysteem de eigen celkern aanziet als lichaamsvreemd.
1503,multiple sclerose,C0751324,35,52,ANA’s komen ook voor bij de ziekte multiple sclerose als onderdeel van algemene stoornissen van het immuunsysteem.
1506,eiwitsynthese,C0597295,87,100,Arriverende in het cytoplasma koppelen de ribosoomdelen aan elkaar en verzorgen dan de eiwitsynthese.
1507,osmotische stress,C0029391,8,25,Ook bij osmotische stress kunnen de kernlichaampjes ontstaan.
1508,promyelocytenleukemie,C0023487,57,78,"Ze zijn vernoemd naar hun belangrijkste bestanddeel, het promyelocytenleukemie-eiwit (PML)."
1509,spliceosoom,C0162771,65,76,Splicing van mRNA wordt uitgevoerd door een eiwitcomplex dat het spliceosoom wordt genoemd.
1510,exon,C0015295,14,18,"De resterende exons worden aan elkaar gekoppeld tot een compleet, transleerbaar molecuul (het mature mRNA)."
1511,posttranscriptionele modificatie,C0035684,20,52,"Alleen wanneer alle posttranscriptionele modificaties en verdere afwerkingen aan het RNA zijn voltooid, gaan de exporteiwitten een binding aan met het RNA."
1512,erytropoëse,C0014819,73,84,"Rode bloedcellen ontwikkelen zich in het beenmerg via een proces genaamd erytropoëse, waarbij ze hun kern en organellen verliezen."
1513,haarvat,C0006901,67,74,Men vermoedt dat dit de cel klein en flexibel genoeg maakt om door haarvaten te kunnen bewegen.
1514,diatomee,C0162769,151,159,Bijzonder aan deze organismen is dat de kernen elk een aparte afkomst hebben: één kern is van de dinoflagellaat en de andere kern van een symbiotische diatomee.
1515,myofibril,C2678065,97,106,"Ze komen voornamelijk voor in het perifere gedeelte van de cellen, om zo ruimte te maken voor de myofibrillen (spiereenheden)."
1516,burn-out,C0006433,196,204,"Dergelijke psychologen houden zich bezig met werving en selectie van medewerkers, het geven van trainingen en het coachen/begeleiden van werknemers (bijvoorbeeld in het kader van ziekteverzuim of burn-out)."
1520,koortslip,C0019345,242,251,Over hoe deze naam moet worden geïnterpreteerd in het licht van de symptomen wordt verschillend gedacht: sommigen wijzen op de neiging van deze virussen latent aanwezig te blijven in het lichaam na een infectie; anderen op de neiging van een koortslip om over het gezicht te 'kruipen'.
1521,zoönotische,C0043528,7,18,Humane zoönotische infectie verloopt vaak dodelijk.
1523,placebo-effect,C0032042,43,57,Van een heel andere orde ten slotte is het placebo-effect.
1524,farmacokinetiek,C0031327,71,86,"Dit verschijnsel van de weg van het geneesmiddel door het lichaam heet farmacokinetiek en is heel belangrijk bij de werking én de ontwikkeling van nieuwe geneesmiddelen, dus als onderdeel van de farmacologie."
1529,enzyminductie,C0014431,22,35,Dit verschijnsel heet enzyminductie.
1531,wisselwerking,C0687133,112,125,"Als een medicijngebruiker meerdere soorten medicijnen tegelijkertijd gebruikt, is het raadzaam alert te zijn op wisselwerking."
1534,xylitol,C0043369,20,27,"Een alternatief kan xylitol zijn, wat een groter zoetend vermogen heeft, maar in hoge doses aanleiding kan geven tot diarree en winderigheid."
1535,laxerend,C0282090,44,52,Sorbitol heeft in bepaalde hoeveelheden een laxerend effect.
1536,etnische,C0027473,27,35,Er waren in deze stad veel etnische conflicten.
1540,oogprothese,C0015417,53,64,Daar hield hij zich bezig met de ontwikkeling van de oogprothese.
1541,dyslectische,C0920296,18,30,"In 2005 stopte de dyslectische Kolff, bijna blind en stokdoof, uiteindelijk met zijn werk."
1542,test,C0008000,11,15,"Als uit de test blijkt dat veel eiwit in de urine aanwezig is, dan wordt de test herhaald."
1544,trombose,C2586211,114,122,"Van 20–200&nbsp;mg/L wordt microalbuminurie genoemd en dat geeft verhoogd risico op hart- en vaatziekten, veneuze trombose, nierfalen en dood."
1545,"suikerziekte, diabetes mellitus",C0011849,48,79,"Microalbuminurie komt bij gezonde mensen zonder suikerziekte, diabetes mellitus, en zonder hoge bloeddruk of hypertensie bij ongeveer 7% voor, macroalbuminurie bij minder dan 1%."
1546,hoge bloeddruk of hypertensie,C0497247,91,120,"Microalbuminurie komt bij gezonde mensen zonder suikerziekte, diabetes mellitus, en zonder hoge bloeddruk of hypertensie bij ongeveer 7% voor, macroalbuminurie bij minder dan 1%."
1548,darm,C0017189,63,67,"Urobiline is een bruine kleurstof uit de galblaas, die door de darm aan de lever wordt afgegeven."
1550,nierfilters,C0022663,29,40,"Dit is een aandoening van de nierfilters, waarbij de filtereenheden van de nier zijn ontstoken."
1551,cannabidiol,C0006863,25,36,"Hij bevat naast THC meer cannabidiol (CBD), wat zorgt voor een vermoeider gevoel na gebruik."
1552,synaps,C0039062,6,12,In de synaps van de zenuwcel hechten de cannabinoïden zich vast aan specifieke cannabinoïdereceptoren waardoor deze actief worden.
1553,zenuwcel,C0027882,20,28,In de synaps van de zenuwcel hechten de cannabinoïden zich vast aan specifieke cannabinoïdereceptoren waardoor deze actief worden.
1557,taaislijmziekte,C1527396,16,31,De screening op taaislijmziekte is per 2011 toegevoegd aan het programma.
1558,chromosoom 12,C0008654,32,45,Het PAH-gen is gelokaliseerd op chromosoom 12q.
1559,aspartaam,C0003999,27,36,Daarnaast moet de zoetstof aspartaam worden vermeden.
1560,gescreend,C0813145,79,88,Alle pasgeboren baby's dienen op hun 5e levensdag op deze aandoening te worden gescreend door middel van deze hielprik.
1561,schildklier,C0040132,195,206,"Het TSH-gehalte is bij primaire congenitale hypothyreoïdie erg hoog, maar bij (zeer zeldzame) secundaire congenitale hypothyreoïdie niet afwijkend, licht verlaagd, of licht verhoogd (zie werking schildklier)."
1563,hirsutisme,C0019572,182,192,"Deze vorm wordt soms pas ontdekt in de puberteit of de vroege volwassenheid: patiënten met niet-klassieke AGS hebben symptomen van hyperandrogenisme zoals onregelmatige menstruatie, hirsutisme, ernstige acne en vroege groei van schaamhaar, maar het kan ook asymptomatisch zijn."
1564,borst,C0006141,56,61,Moedermelk wordt geproduceerd door de melkklieren in de borsten.
1567,adenohypofyse,C0032008,57,70,"Bij melkproductie door cellen is prolactine, dat door de adenohypofyse wordt afgegeven, van groot belang."
1570,dehydratatie,C1136135,46,58,Deze bacteriën kunnen dodelijke diarree (door dehydratatie) veroorzaken bij baby’s.
1571,tweelingen,C0041427,89,99,"Op het hoogtepunt van de lactatieperiode kan er tot 1,5 liter geproduceerd worden en bij tweelingen soms nog meer."
1572,Helicobacter pylori,C0079488,43,62,Er is aangetoond dat κ-caseïne de bacterie Helicobacter pylori tegenwerkt.
1573,cytokine,C0079189,104,112,Mogelijk is de binding van lactoferrine aan de receptoren in de darmen de oorzaak van het vrijkomen van cytokinen.
1575,scheurbuik,C0036474,59,69,Tijdgenoten hadden het vermoeden dat hij was overleden aan scheurbuik.
1576,Saffloer,C0996996,0,8,Saffloer of valse saffraan is vanouds een alternatief voor de kostbare saffraan.
1579,navel,C0041638,54,59,Jade en Erin Buckles waren vanaf hun borstbeen tot de navel met elkaar verbonden.
1583,craniotomie,C0195897,68,79,"Dat is in de neurochirurgie vaak omgekeerd, omdat chirurgen bij een craniotomie, een ingreep in de hersenen waarbij de schedel wordt geopend, de hersenen ook zo bekijken."
1585,kleurenblind,C0242225,78,90,"De keuze voor primaire kleuren kwam grotendeels voort uit noodzaak, omdat hij kleurenblind was."
1588,Cervarix,C1721789,76,84,"In Nederland is, na een Europese aanbesteding besloten om te vaccineren met Cervarix."
1589,sinaasappelhuid,C0424624,129,144,Het eerste teken van borstkanker kan soms ook een verandering van de huid van de borst of bij de tepel zijn (plotseling ontstane sinaasappelhuid van de borst of een zweertje).
1590,zweer,C0037299,165,170,Het eerste teken van borstkanker kan soms ook een verandering van de huid van de borst of bij de tepel zijn (plotseling ontstane sinaasappelhuid van de borst of een zweertje).
1593,gedifferentieerd,C0007589,144,160,"Ook kan de patholoog zien, hoeveel de tumorcellen nog lijken op de oorspronkelijke borstcellen, met andere woorden hoe goed of slecht de cellen gedifferentieerd zijn."
1594,schildwachtklier,C1522495,157,173,"Vaak wordt hiervoor tijdens de operatie een schildwachtprocedure uitgevoerd, waarbij men de lymfeklier opspoort waar het tumorgebied direct op draineert (de schildwachtklier)."
1595,Radiotherapie,C0261590,0,13,Radiotherapie verkleint de kans op het terugkomen van de tumor in de borst.
1596,Taxus,C0330203,66,71,"Oorspronkelijk werd dit geneesmiddel geïsoleerd uit de schors van Taxus brevifolia, maar de concentratie ervan is zeer laag (0,01-0,04%) zodat voor 1&nbsp;kg paclitaxel 9000&nbsp;kg schors nodig is."
1598,ovariumcarcinoom,C5679802,67,83,Dit cytostaticum wordt onder andere ingezet bij de behandeling van ovariumcarcinoom.
1599,benzeen,C0005036,79,86,Huidkanker kan ook ontstaan door inwerking van kankerverwekkende stoffen zoals benzeen.
1600,dermatoscopische,C1449565,95,111,"De ontwikkeling van een individuele plek is van voorspellende waarde, zodat het maken van een (dermatoscopische) opname met een digitale dermatoscoop de arts kan helpen bij het opsporen van verdachte plekken."
1601,Baby,C0021270,0,4,Baby's en kinderen zijn door het sneller afnemende kapitaal nog kwetsbaarder.
1602,hamartomen,C0018552,34,44,De meeste andere typen naevi zijn hamartomen.
1603,prednison,C0032952,46,55,De behandeling bestaat dan uit een hoge dosis prednison.
1604,propranolol,C0033497,35,46,"Enige jaren geleden is ontdekt dat propranolol, een medicijn dat bij volwassenen bij hoge bloeddruk en sommige hartziekten wordt toegepast, bij baby's soms een snelle en spectaculaire verbetering kan geven."
